Date,Time,Ping (ms),Jitter (ms),Download (Mbps),Upload (Mbps)
09/26/22,01:00,9.38,4.93,356.15,35.91
09/26/22,01:30,9.41,2.15,355.72,35.90
09/26/22,02:00,9.29,1.65,356.36,35.90
09/26/22,02:30,9.20,0.29,356.90,35.89
09/26/22,03:00,9.39,0.13,356.78,35.87
09/26/22,03:30,8.79,5.72,356.67,35.88
09/26/22,04:00,8.57,0.43,356.47,35.92
09/26/22,04:30,8.89,0.38,356.37,35.85
09/26/22,05:00,8.80,0.37,356.54,35.85
09/26/22,05:30,9.56,0.35,355.19,35.87
09/26/22,06:00,9.47,0.19,351.65,35.43
09/26/22,06:30,8.64,0.75,355.97,35.85
09/26/22,07:00,8.71,1.26,356.33,35.88
09/26/22,07:30,8.73,2.76,356.82,35.88
09/26/22,08:00,9.07,1.46,355.54,35.79
09/26/22,08:30,8.84,1.00,356.32,35.91
09/26/22,09:00,9.37,2.49,355.46,35.94
09/26/22,09:30,8.87,2.62,356.70,35.90
09/26/22,10:00,9.29,0.48,350.82,35.45
09/26/22,10:30,9.54,1.75,356.69,35.90
09/26/22,11:00,9.47,1.27,356.45,35.91
09/26/22,11:30,8.72,7.09,356.61,35.87
09/26/22,12:00,8.56,0.43,356.23,35.89
09/26/22,12:30,9.49,0.10,356.83,35.89
09/26/22,13:00,8.79,1.60,356.60,35.90
09/26/22,13:30,9.36,0.47,355.53,35.90
09/26/22,14:00,9.78,3.64,359.59,36.15
09/26/22,14:30,9.20,2.11,356.53,35.98
09/26/22,15:00,9.39,3.74,351.95,35.40
09/26/22,15:30,9.07,0.23,356.08,35.90
09/26/22,16:00,9.21,0.28,356.50,35.88
09/26/22,16:30,9.34,2.38,355.92,35.85
09/26/22,17:00,9.31,4.03,355.98,35.88
09/26/22,18:00,9.13,1.70,352.11,35.55
09/26/22,18:30,9.53,6.31,344.73,35.73
09/26/22,19:00,9.46,1.15,356.08,35.89
09/26/22,19:30,8.88,7.43,356.04,35.84
09/26/22,20:00,10.58,4.62,345.56,35.71
09/26/22,20:30,9.43,0.69,347.81,35.50
09/26/22,21:00,9.72,3.47,351.79,35.35
09/26/22,21:30,9.60,1.82,344.78,34.18
09/26/22,22:00,14.62,6.40,354.41,35.79
09/26/22,22:30,8.76,0.94,356.29,35.90
09/26/22,23:00,9.22,7.98,356.50,35.84
09/26/22,23:30,9.37,5.25,351.62,35.44
09/27/22,00:30,9.77,3.87,351.57,35.32
09/27/22,01:00,8.71,2.19,356.65,35.89
09/27/22,01:30,9.46,0.63,356.71,36.05
09/27/22,02:30,9.38,0.24,352.33,35.41
09/27/22,03:30,9.60,0.57,357.36,35.90
09/27/22,04:00,9.41,0.33,351.73,35.43
09/27/22,04:30,8.84,3.76,356.49,35.90
09/27/22,05:00,9.45,0.17,359.23,36.16
09/27/22,05:30,9.11,3.82,356.58,35.90
09/27/22,06:00,9.47,4.03,356.32,35.75
09/27/22,06:30,9.53,1.29,351.37,35.42
09/27/22,07:00,9.90,7.48,357.91,35.88
09/27/22,07:30,9.40,0.18,356.54,35.96
09/27/22,08:00,8.70,1.02,355.53,35.89
09/27/22,08:30,9.04,1.53,356.44,35.87
09/27/22,09:00,8.68,2.30,356.07,35.93
09/27/22,09:30,8.89,3.57,356.83,35.93
09/27/22,10:30,9.16,5.18,356.37,35.90
09/27/22,11:00,9.33,4.07,356.47,35.89
09/27/22,11:30,9.27,0.09,356.47,35.82
09/27/22,12:00,9.38,2.46,351.97,35.41
09/27/22,12:30,9.10,6.17,356.39,35.91
09/27/22,13:00,8.71,3.82,356.47,35.88
09/27/22,13:30,8.87,5.18,356.34,35.87
09/27/22,14:00,8.67,0.43,356.16,35.89
09/27/22,14:30,9.16,0.20,351.88,35.43
09/27/22,15:00,9.60,3.25,356.72,35.96
09/27/22,15:30,9.31,0.27,356.06,35.90
09/27/22,16:00,9.41,8.58,356.19,35.93
09/27/22,16:30,10.93,3.33,352.32,34.04
09/27/22,17:00,9.10,0.97,356.32,35.90
09/27/22,17:30,9.93,0.80,358.10,35.53
09/27/22,18:00,9.78,1.46,356.70,35.29
09/27/22,18:30,9.93,1.70,359.65,36.13
09/27/22,19:00,9.26,1.35,351.89,35.31
09/27/22,19:30,9.11,1.12,359.02,36.00
09/27/22,20:00,9.44,3.78,355.95,33.16
09/27/22,20:30,8.84,0.41,356.21,35.27
09/27/22,21:30,9.30,1.17,347.54,35.23
09/27/22,22:00,9.65,2.91,351.60,35.51
09/27/22,22:30,9.18,3.04,355.58,35.68
09/27/22,23:00,9.86,5.98,354.65,35.85
09/27/22,23:30,8.83,2.20,356.19,35.84
09/28/22,00:00,8.74,3.17,355.67,35.84
09/28/22,01:00,9.47,5.13,356.65,35.86
09/28/22,01:30,9.10,0.63,356.48,35.90
09/28/22,02:00,9.54,0.90,358.85,36.19
09/28/22,02:30,9.40,0.25,351.29,35.40
09/28/22,03:00,9.47,1.22,360.07,36.26
09/28/22,04:00,9.30,3.67,356.55,35.96
09/28/22,04:30,8.88,4.47,351.78,35.51
09/28/22,05:00,8.83,0.31,356.17,35.89
09/28/22,05:30,8.65,0.39,356.73,35.82
09/28/22,06:30,9.66,4.26,359.68,36.12
09/28/22,07:00,8.65,4.59,356.92,35.90
09/28/22,07:30,8.83,0.31,356.21,35.88
09/28/22,08:00,9.15,0.43,352.23,35.39
09/28/22,08:30,9.50,0.13,356.14,35.89
09/28/22,09:00,9.57,3.17,356.92,35.92
09/28/22,09:30,9.40,0.32,355.21,35.81
09/28/22,10:00,9.57,115.18,356.48,35.88
09/28/22,10:30,8.92,3.01,356.83,35.88
09/28/22,11:00,9.80,2.98,360.81,36.18
09/28/22,11:30,9.24,1.45,356.47,35.82
09/28/22,12:00,9.22,1.30,356.86,35.86
09/28/22,12:30,12.96,4.24,356.08,35.74
09/28/22,13:00,8.72,0.18,356.14,35.90
09/28/22,13:30,9.99,0.28,357.68,35.88
09/28/22,14:30,10.33,1.30,352.10,35.48
09/28/22,15:00,9.71,3.27,348.28,35.76
09/28/22,15:30,8.96,3.37,356.32,35.90
09/28/22,16:00,10.74,2.48,359.90,36.22
09/28/22,16:30,8.23,2.71,334.15,29.70
09/28/22,17:00,10.02,2.00,277.86,33.53
09/28/22,17:30,9.30,4.26,356.36,35.88
09/28/22,18:00,9.38,1.28,356.28,35.79
09/28/22,18:30,9.08,0.44,356.29,35.83
09/28/22,19:00,9.82,2.58,356.53,35.91
09/28/22,19:30,9.44,7.40,356.37,35.06
09/28/22,20:00,9.13,4.06,356.69,35.91
09/28/22,20:30,8.61,4.24,356.90,35.59
09/28/22,21:00,8.90,1.45,355.55,35.43
09/28/22,21:30,9.14,1.87,356.50,35.82
09/28/22,22:00,9.12,0.40,356.24,35.88
09/28/22,22:30,9.12,0.67,355.55,35.86
09/28/22,23:00,9.60,1.42,355.60,35.88
09/28/22,23:30,10.24,1.92,352.42,25.87
09/29/22,00:00,9.25,1.77,356.51,29.79
09/29/22,00:30,9.06,0.61,356.30,35.76
09/29/22,01:00,9.50,0.32,355.69,35.86
09/29/22,02:00,9.47,3.61,359.44,36.12
09/29/22,02:30,9.41,2.50,356.11,35.89
09/29/22,03:00,9.39,0.57,352.20,35.40
09/29/22,03:30,9.39,1.26,351.84,35.49
09/29/22,04:30,9.45,4.04,356.45,35.91
09/29/22,05:00,9.17,0.23,356.31,35.87
09/29/22,05:30,9.43,0.97,356.68,35.90
09/29/22,06:00,9.45,0.26,355.46,35.91
09/29/22,06:30,9.34,1.03,356.64,35.89
09/29/22,07:00,9.45,0.43,356.29,35.90
09/29/22,07:30,9.38,1.00,356.43,35.90
09/29/22,08:00,9.10,4.70,356.26,35.91
09/29/22,08:30,10.09,0.61,356.56,35.92
09/29/22,09:00,9.44,3.13,355.80,35.89
09/29/22,09:30,9.19,0.43,356.16,36.15
09/29/22,10:00,14.32,4.68,356.48,35.87
09/29/22,10:30,9.09,1.12,356.09,35.23
09/29/22,11:00,10.22,1.96,351.94,35.45
09/29/22,11:30,9.68,0.09,359.13,36.19
09/29/22,12:30,9.42,2.98,356.53,35.91
09/29/22,13:00,8.72,2.18,356.28,35.85
09/29/22,13:30,9.40,1.89,360.62,36.21
09/29/22,14:00,9.11,0.71,356.67,36.04
09/29/22,14:30,9.82,7.85,356.60,35.88
09/29/22,15:00,9.70,2.09,360.03,36.22
09/29/22,15:30,9.11,1.76,356.65,35.90
09/29/22,17:00,9.50,4.16,350.55,35.42
09/29/22,17:30,9.48,1.33,351.54,35.35
09/29/22,18:00,8.87,2.39,356.53,35.90
09/29/22,18:30,9.31,2.51,355.12,34.87
09/29/22,19:00,9.41,0.36,352.63,35.42
09/29/22,19:30,9.58,7.43,356.24,35.83
09/29/22,20:00,9.24,0.74,356.45,35.90
09/29/22,20:30,9.34,4.01,352.38,35.43
09/29/22,21:00,10.01,1.33,344.40,34.57
09/29/22,21:30,9.32,4.10,355.84,35.49
09/29/22,22:00,9.44,0.91,342.48,35.88
09/29/22,22:30,8.88,5.02,357.03,35.87
09/29/22,23:00,8.78,3.39,356.33,35.94
09/29/22,23:30,9.43,1.89,356.54,35.96
09/30/22,00:30,9.11,1.11,356.53,35.84
09/30/22,01:00,9.01,1.34,356.76,35.87
09/30/22,02:00,9.47,0.89,356.72,35.83
09/30/22,02:30,8.78,0.93,356.95,35.85
09/30/22,03:00,8.55,0.69,356.44,35.88
09/30/22,03:30,10.50,1.49,358.95,35.96
09/30/22,04:00,8.95,4.48,356.59,35.87
09/30/22,04:30,9.38,5.17,356.55,35.90
09/30/22,05:00,9.05,1.23,356.73,35.86
09/30/22,05:30,8.75,1.81,356.49,35.83
09/30/22,06:00,11.00,0.36,356.25,35.88
09/30/22,06:30,9.49,0.25,355.96,35.88
09/30/22,07:00,9.22,0.96,356.71,35.86
09/30/22,07:30,9.27,2.40,350.45,35.70
09/30/22,08:00,9.21,1.76,356.38,35.85
09/30/22,08:30,9.33,2.81,350.61,35.78
09/30/22,09:00,9.41,2.23,356.64,35.89
09/30/22,09:30,9.33,3.90,355.87,35.91
09/30/22,10:00,9.90,1.94,356.39,35.87
09/30/22,10:30,9.04,0.38,356.46,35.88
09/30/22,11:30,8.50,2.03,356.36,35.79
09/30/22,12:00,9.90,0.92,350.67,35.73
09/30/22,12:30,8.95,0.77,356.41,35.88
09/30/22,13:00,8.47,4.86,356.24,35.89
09/30/22,13:30,9.54,2.26,356.44,35.87
09/30/22,14:30,9.40,3.88,356.62,35.90
09/30/22,15:00,9.05,1.36,356.47,29.70
09/30/22,15:30,10.24,2.30,351.85,23.37
09/30/22,16:00,8.67,2.94,356.51,27.99
09/30/22,16:30,9.34,5.49,356.73,35.88
09/30/22,17:00,10.92,3.57,340.68,35.90
09/30/22,17:30,9.21,0.26,356.97,35.75
09/30/22,18:00,8.65,3.66,356.44,35.87
09/30/22,18:30,8.56,3.89,355.22,35.76
09/30/22,19:00,9.35,4.91,352.17,35.45
09/30/22,19:30,9.26,1.98,356.12,35.89
09/30/22,20:00,8.67,3.96,356.15,35.88
09/30/22,20:30,9.93,2.81,355.79,31.05
09/30/22,21:00,9.56,0.40,355.42,35.93
09/30/22,21:30,9.22,5.10,356.55,35.87
09/30/22,22:00,9.22,0.50,354.37,36.01
09/30/22,22:30,10.14,3.17,353.13,35.92
09/30/22,23:00,9.43,0.07,356.04,35.88
09/30/22,23:30,8.80,5.09,356.49,35.75
10/01/22,00:00,9.60,4.31,356.00,35.92
10/01/22,00:30,8.81,4.57,356.18,35.85
10/01/22,01:00,8.49,1.15,356.40,35.88
10/01/22,01:30,9.61,0.90,356.37,35.86
10/01/22,02:00,9.27,0.61,358.80,36.17
10/01/22,02:30,9.62,2.01,351.77,35.44
10/01/22,03:00,8.68,0.35,356.60,35.88
10/01/22,03:30,9.07,0.90,350.13,35.83
10/01/22,04:00,9.44,1.28,356.03,35.89
10/01/22,04:30,8.70,0.25,356.38,35.85
10/01/22,05:00,8.89,0.32,356.32,35.87
10/01/22,05:30,8.87,0.40,356.71,35.88
10/01/22,06:30,8.99,1.71,356.33,35.83
10/01/22,07:00,9.43,1.22,356.24,35.90
10/01/22,07:30,9.46,0.12,356.29,35.88
10/01/22,08:00,9.13,3.90,356.25,35.76
10/01/22,08:30,8.51,3.43,356.90,35.87
10/01/22,09:00,8.64,2.44,356.65,35.89
10/01/22,09:30,8.59,0.52,356.54,35.90
10/01/22,10:00,9.35,1.23,356.19,35.96
10/01/22,10:30,9.08,0.30,356.13,35.90
10/01/22,11:00,8.79,3.80,356.20,35.82
10/01/22,11:30,9.30,0.42,356.01,35.88
10/01/22,12:00,8.54,4.06,355.55,35.78
10/01/22,12:30,9.47,1.47,352.76,35.42
10/01/22,13:00,8.50,0.39,339.10,34.82
10/01/22,13:30,10.79,4.64,351.01,34.74
10/01/22,14:00,5.45,2.31,356.28,35.41
10/01/22,14:30,9.23,2.06,355.98,35.86
10/01/22,15:00,8.95,4.45,340.81,35.88
10/01/22,15:30,9.09,6.85,352.67,35.81
10/01/22,16:00,9.39,0.48,351.86,35.39
10/01/22,17:00,8.95,5.21,356.10,35.85
10/01/22,17:30,10.79,5.16,348.98,35.81
10/01/22,18:00,10.21,2.44,356.62,35.85
10/01/22,18:30,8.17,1.57,329.86,33.82
10/01/22,19:00,9.66,2.14,359.98,36.10
10/01/22,19:30,7.80,6.49,329.15,33.86
10/01/22,20:00,10.64,0.80,351.90,34.96
10/01/22,20:30,10.76,5.45,352.40,35.53
10/01/22,21:00,10.03,1.48,342.60,35.25
10/01/22,21:30,8.15,2.89,348.50,35.19
10/01/22,22:00,8.79,0.42,356.20,35.76
10/01/22,22:30,9.81,3.06,355.02,35.80
10/01/22,23:00,8.92,0.77,356.26,35.96
10/01/22,23:30,9.18,2.60,356.06,35.72
10/02/22,00:00,9.63,0.97,359.71,36.07
10/02/22,00:30,9.27,5.46,356.12,35.79
10/02/22,01:00,8.97,0.73,356.36,35.90
10/02/22,01:30,8.89,2.41,356.52,35.82
10/02/22,02:00,8.87,0.26,356.79,35.94
10/02/22,02:30,8.71,1.22,356.74,35.89
10/02/22,03:00,9.27,0.25,356.08,35.86
10/02/22,03:30,8.76,2.71,355.97,35.96
10/02/22,04:30,8.65,0.25,356.71,35.89
10/02/22,05:30,9.54,1.00,360.03,36.15
10/02/22,06:00,9.14,2.56,356.98,35.90
10/02/22,06:30,8.86,1.72,355.99,35.88
10/02/22,07:00,9.19,1.11,355.87,35.87
10/02/22,07:30,9.21,1.66,350.33,35.79
10/02/22,08:30,8.93,0.69,356.56,35.89
10/02/22,09:00,9.58,2.99,355.71,35.88
10/02/22,09:30,8.97,0.74,355.86,35.87
10/02/22,10:00,9.35,4.40,356.69,35.70
10/02/22,10:30,9.10,0.66,356.50,35.88
10/02/22,11:00,9.81,0.80,352.04,35.61
10/02/22,11:30,9.48,7.17,356.22,35.86
10/02/22,12:00,8.69,2.67,356.37,35.90
10/02/22,12:30,9.15,1.24,356.08,35.85
10/02/22,13:00,9.06,0.22,356.81,35.91
10/02/22,13:30,9.53,1.74,356.09,35.87
10/02/22,14:30,10.23,1.39,359.58,34.35
10/02/22,15:00,9.53,4.47,356.43,35.90
10/02/22,15:30,10.63,2.23,356.21,35.81
10/02/22,16:00,9.10,3.18,355.83,35.84
10/02/22,16:30,7.15,1.82,350.16,35.23
10/02/22,17:00,9.90,4.26,326.23,35.14
10/02/22,17:30,9.20,2.12,326.44,35.35
10/02/22,18:00,9.86,5.55,342.20,35.74
10/02/22,18:30,9.55,6.99,353.52,34.57
10/02/22,19:00,9.76,10.90,331.00,33.83
10/02/22,19:30,6.86,2.85,339.25,35.96
10/02/22,20:00,9.06,2.11,356.44,35.83
10/02/22,20:30,9.57,6.05,354.88,27.93
10/02/22,21:00,9.12,1.59,352.98,35.83
10/02/22,21:30,10.59,7.42,356.30,35.86
10/02/22,22:00,8.99,8.94,356.48,35.91
10/02/22,22:30,9.52,1.40,356.61,35.82
10/02/22,23:00,9.47,5.14,356.54,35.79
10/02/22,23:30,9.61,1.90,352.90,35.39
10/03/22,00:00,8.58,1.35,355.81,35.91
10/03/22,00:30,9.40,0.38,356.33,36.07
10/03/22,01:00,9.38,2.19,352.54,35.44
10/03/22,01:30,9.26,4.09,350.45,35.75
10/03/22,02:00,9.56,0.46,358.88,36.18
10/03/22,02:30,9.46,5.46,351.92,35.45
10/03/22,03:00,8.82,1.25,350.50,35.77
10/03/22,04:00,8.61,4.04,356.09,35.89
10/03/22,04:30,9.65,4.08,350.50,35.78
10/03/22,05:00,9.41,0.11,356.30,35.99
10/03/22,05:30,9.46,0.45,355.93,35.91
10/03/22,06:00,9.39,1.65,356.43,35.88
10/03/22,06:30,9.05,2.17,356.46,35.86
10/03/22,07:00,8.90,0.65,356.44,35.94
10/03/22,07:30,8.67,0.58,356.66,35.89
10/03/22,08:00,8.62,0.77,355.30,35.83
10/03/22,08:30,9.99,5.07,360.06,36.14
10/03/22,09:00,8.92,0.16,356.53,35.85
10/03/22,09:30,9.45,0.94,350.43,35.71
10/03/22,10:00,9.22,0.20,356.26,35.89
10/03/22,11:00,9.27,0.36,351.94,35.45
10/03/22,11:30,9.62,0.55,359.44,36.18
10/03/22,12:00,8.72,2.11,356.50,35.91
10/03/22,12:30,10.08,3.32,356.44,35.88
10/03/22,13:00,8.73,2.34,356.19,35.89
10/03/22,13:30,9.17,2.23,356.28,35.92
10/03/22,14:30,9.31,2.56,356.03,34.64
10/03/22,15:00,10.42,5.78,351.76,35.10
10/03/22,15:30,11.51,2.39,355.57,35.87
10/03/22,16:00,8.80,0.45,356.55,35.88
10/03/22,16:30,9.36,1.29,356.25,35.87
10/03/22,17:00,9.94,3.24,351.63,35.38
10/03/22,17:30,9.11,1.00,356.97,35.89
10/03/22,18:00,8.90,0.56,356.38,35.86
10/03/22,18:30,9.44,3.02,356.64,35.91
10/03/22,19:00,8.88,0.37,355.23,35.88
10/03/22,19:30,9.80,3.73,352.20,35.42
10/03/22,20:00,11.12,1.40,356.72,30.74
10/03/22,20:30,9.23,4.41,351.41,35.42
10/03/22,21:00,12.83,4.92,350.90,19.07
10/03/22,21:30,9.21,7.54,356.81,35.94
10/03/22,22:00,8.92,0.53,353.58,35.91
10/03/22,22:30,8.80,0.58,355.87,35.88
10/03/22,23:00,10.39,8.88,356.28,35.89
10/03/22,23:30,9.12,1.31,357.09,35.66
10/04/22,00:00,9.58,0.29,359.98,36.26
10/04/22,00:30,8.93,1.07,356.98,35.86
10/04/22,01:00,8.60,0.59,356.54,35.87
10/04/22,01:30,9.41,0.79,359.64,36.13
10/04/22,02:00,9.44,0.88,356.45,35.86
10/04/22,02:30,9.50,1.16,356.46,35.88
10/04/22,03:00,8.70,1.54,353.76,35.89
10/04/22,03:30,9.77,0.40,357.42,35.88
10/04/22,04:00,8.80,4.34,356.90,35.89
10/04/22,04:30,9.32,1.10,356.27,35.85
10/04/22,05:00,8.79,0.38,356.52,35.89
10/04/22,05:30,9.20,0.15,356.18,35.89
10/04/22,06:00,9.47,0.08,353.53,35.87
10/04/22,06:30,9.53,0.90,356.25,35.83
10/04/22,07:00,9.74,0.55,356.44,35.85
10/04/22,07:30,8.83,1.11,356.66,35.88
10/04/22,08:00,8.61,4.16,356.76,35.85
10/04/22,08:30,9.25,1.51,356.96,35.89
10/04/22,09:00,8.99,2.77,356.59,35.94
10/04/22,09:30,9.45,0.36,351.66,35.46
10/04/22,10:00,8.52,2.47,356.33,35.96
10/04/22,10:30,9.47,0.88,351.94,35.46
10/04/22,11:00,9.25,2.40,356.50,35.90
10/04/22,11:30,9.86,5.56,356.21,35.89
10/04/22,12:00,8.85,7.01,356.61,35.87
10/04/22,12:30,9.11,3.40,356.31,35.81
10/04/22,13:00,8.63,7.53,356.77,35.88
10/04/22,13:30,9.26,2.31,356.65,35.78
10/04/22,14:00,9.18,0.29,359.48,36.23
10/04/22,14:30,8.99,1.78,356.47,35.85
10/04/22,15:00,9.51,1.75,353.14,34.75
10/04/22,15:30,9.50,1.81,356.45,35.40
10/04/22,16:30,9.20,6.45,356.68,35.90
10/04/22,17:00,9.19,0.88,356.07,35.90
10/04/22,18:00,8.67,4.04,355.85,35.88
10/04/22,18:30,9.40,0.72,356.66,35.75
10/04/22,19:00,11.61,5.90,356.45,35.76
10/04/22,19:30,9.96,7.06,351.85,35.18
10/04/22,20:00,8.42,4.88,356.35,35.78
10/04/22,20:30,9.28,0.51,353.36,35.84
10/04/22,21:00,7.70,2.14,353.57,35.61
10/04/22,21:30,9.47,1.78,355.60,35.66
10/04/22,22:00,9.41,1.73,347.41,35.85
10/04/22,22:30,9.73,2.31,350.21,35.38
10/04/22,23:30,9.62,2.39,351.97,35.44
10/05/22,00:00,9.12,3.07,356.04,35.88
10/05/22,00:30,9.45,0.17,359.18,36.18
10/05/22,01:00,8.52,0.50,357.06,35.88
10/05/22,01:30,8.94,0.56,356.00,35.87
10/05/22,02:00,9.78,1.96,355.41,35.82
10/05/22,02:30,8.72,3.18,356.67,35.88
10/05/22,03:00,9.40,0.64,351.74,35.45
10/05/22,03:30,9.23,1.90,356.52,35.87
10/05/22,04:00,9.30,2.98,356.35,35.87
10/05/22,04:30,8.74,0.51,355.95,35.86
10/05/22,05:00,9.22,0.47,352.26,35.41
10/05/22,05:30,9.43,2.06,356.96,35.76
10/05/22,06:00,9.06,0.68,356.70,35.83
10/05/22,06:30,9.47,0.68,350.37,35.78
10/05/22,07:00,10.18,0.27,356.84,35.86
10/05/22,07:30,9.41,1.04,356.75,35.94
10/05/22,08:00,8.72,1.00,356.44,35.94
10/05/22,08:30,8.75,0.41,356.53,35.91
10/05/22,09:00,9.29,4.06,356.39,35.95
10/05/22,09:30,9.09,5.62,356.65,35.91
10/05/22,10:00,9.00,1.35,355.96,35.89
10/05/22,10:30,9.49,0.47,351.42,35.42
10/05/22,11:00,8.54,0.66,356.76,35.88
10/05/22,11:30,8.80,0.58,356.28,35.88
10/05/22,12:00,8.60,1.02,356.66,35.88
10/05/22,12:30,9.32,2.34,359.64,36.20
10/05/22,13:30,9.20,1.88,352.09,35.46
10/05/22,14:00,9.22,1.17,356.49,35.87
10/05/22,14:30,9.29,4.41,351.46,35.29
10/05/22,15:00,8.55,0.78,356.61,35.33
10/05/22,15:30,10.48,2.23,351.48,34.00
10/05/22,16:00,9.52,0.74,355.99,32.67
10/05/22,16:30,8.93,4.69,356.34,35.89
10/05/22,17:00,8.74,0.74,356.45,35.88
10/05/22,17:30,9.19,0.35,356.67,35.87
10/05/22,18:00,6.55,0.46,95.93,23.87
10/05/22,18:30,9.58,0.55,359.54,36.16
10/05/22,19:00,9.59,1.79,356.60,35.80
10/05/22,19:30,9.11,0.53,350.47,35.28
10/05/22,20:00,8.85,0.43,356.22,35.24
10/05/22,20:30,11.23,2.41,232.97,35.37
10/05/22,21:00,10.03,1.03,356.33,34.31
10/05/22,21:30,9.46,4.74,359.03,36.06
10/05/22,22:30,8.85,0.35,352.74,35.95
10/05/22,23:00,9.32,8.28,355.03,35.84
10/05/22,23:30,10.33,1.61,356.06,18.99
10/06/22,00:00,9.14,5.21,356.78,35.89
10/06/22,00:30,9.36,3.75,351.45,35.43
10/06/22,01:00,8.97,0.64,356.46,35.87
10/06/22,01:30,8.49,0.86,356.24,35.85
10/06/22,02:00,8.65,3.51,356.30,35.82
10/06/22,02:30,8.57,1.19,356.39,34.84
10/06/22,03:00,9.67,0.34,359.74,36.19
10/06/22,03:30,8.95,1.09,356.42,35.88
10/06/22,04:00,8.73,4.88,355.92,36.00
10/06/22,04:30,9.05,0.13,356.74,35.89
10/06/22,05:30,9.52,0.47,356.71,35.87
10/06/22,06:00,8.83,2.03,356.54,35.88
10/06/22,06:30,9.24,5.09,356.18,35.91
10/06/22,07:00,9.45,0.10,356.61,35.88
10/06/22,07:30,8.99,1.99,356.90,35.90
10/06/22,08:00,8.79,4.05,356.16,35.85
10/06/22,08:30,9.24,2.07,356.83,35.90
10/06/22,09:00,9.28,0.16,351.36,35.48
10/06/22,09:30,10.87,0.95,237.36,35.34
10/06/22,10:00,8.81,1.05,356.45,35.91
10/06/22,10:30,8.64,2.45,356.75,35.86
10/06/22,11:00,8.78,2.42,356.22,35.89
10/06/22,11:30,9.12,0.29,356.56,35.80
10/06/22,12:00,9.09,4.47,355.97,35.90
10/06/22,12:30,9.47,3.62,352.02,35.44
10/06/22,13:00,9.35,7.36,350.62,35.43
10/06/22,13:30,9.36,3.48,356.43,35.95
10/06/22,14:00,8.96,4.36,356.46,35.86
10/06/22,14:30,9.27,4.20,356.73,35.87
10/06/22,15:00,9.39,2.40,356.56,35.88
10/06/22,15:30,8.88,1.27,356.15,35.85
10/06/22,16:00,8.86,8.85,356.79,35.92
10/06/22,16:30,9.51,0.61,356.46,35.83
10/06/22,17:00,9.61,1.68,356.61,35.84
10/06/22,17:30,9.26,7.83,350.87,35.69
10/06/22,18:00,9.02,0.51,356.53,35.86
10/06/22,18:30,9.30,3.30,352.04,35.45
10/06/22,19:00,8.98,1.21,356.55,35.86
10/06/22,19:30,10.19,3.00,343.88,35.80
10/06/22,20:00,10.90,2.05,357.42,35.88
10/06/22,20:30,9.12,1.12,348.56,35.85
10/06/22,21:00,11.26,7.48,356.33,28.43
10/06/22,21:30,9.37,1.10,355.84,35.83
10/06/22,22:00,9.25,4.40,355.61,35.87
10/06/22,22:30,9.40,7.98,353.06,35.81
10/06/22,23:00,9.56,5.41,356.00,35.73
10/06/22,23:30,8.82,0.81,356.66,35.90
10/07/22,00:00,8.45,1.40,356.37,35.87
10/07/22,00:30,9.18,1.32,356.63,35.85
10/07/22,01:00,8.70,0.52,356.54,35.89
10/07/22,01:30,8.81,0.66,357.02,35.90
10/07/22,02:00,9.44,0.79,351.76,35.30
10/07/22,02:30,9.52,1.71,356.36,35.88
10/07/22,03:00,9.18,1.28,356.57,35.87
10/07/22,03:30,9.02,0.16,356.59,35.91
10/07/22,04:00,9.22,0.28,356.60,35.87
10/07/22,04:30,8.79,0.49,356.41,35.86
10/07/22,05:00,9.06,1.27,356.28,35.88
10/07/22,05:30,9.50,0.01,356.79,35.86
10/07/22,06:00,9.53,3.77,351.67,35.43
10/07/22,06:30,8.86,0.26,356.68,35.88
10/07/22,07:00,9.05,3.76,356.12,35.96
10/07/22,07:30,9.39,0.18,351.84,35.40
10/07/22,08:00,9.48,0.58,356.46,35.87
10/07/22,08:30,9.91,1.28,350.36,35.88
10/07/22,09:00,9.31,0.39,356.65,35.69
10/07/22,09:30,9.14,0.20,356.30,35.95
10/07/22,10:00,8.73,4.76,357.01,35.80
10/07/22,10:30,8.98,5.51,356.83,35.88
10/07/22,11:00,9.32,6.89,356.49,35.90
10/07/22,11:30,11.02,5.05,229.82,35.31
10/07/22,12:00,8.86,1.98,356.23,35.91
10/07/22,12:30,9.82,4.48,350.07,35.78
10/07/22,13:00,9.86,3.48,359.13,36.18
10/07/22,13:30,9.47,1.20,356.72,35.88
10/07/22,14:00,8.92,1.88,356.28,35.89
10/07/22,14:30,8.95,4.75,356.89,35.97
10/07/22,15:00,9.05,1.69,356.57,35.72
10/07/22,15:30,9.49,4.97,356.55,35.49
10/07/22,16:00,9.04,1.53,356.77,36.01
10/07/22,16:30,8.81,3.66,356.42,35.87
10/07/22,17:00,9.13,1.02,356.50,35.88
10/07/22,17:30,8.96,0.73,356.21,35.91
10/07/22,18:00,34.54,9.51,231.23,35.32
10/07/22,19:00,9.14,4.36,356.52,35.86
10/07/22,20:00,8.86,7.20,356.30,35.89
10/07/22,20:30,8.94,3.59,356.20,35.91
10/07/22,21:00,9.48,4.02,356.32,35.86
10/07/22,21:30,9.08,9.70,342.65,35.62
10/07/22,22:00,9.43,4.25,356.69,35.90
10/07/22,22:30,10.65,2.68,356.03,35.88
